pid	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	label
0	-4.56312680245	-3.09784844186	20.8221262153	9.59666496872	14.135875255	0.988881067544	-0.0437302619007	1
1	4.78484505022	-3.75202387871	22.8947421546	14.0776831864	-17.9528528843	-0.997376207157	0.57322085964	-1
2	-2.66183836811	-3.366135369	7.08538349793	11.3308673224	8.96010827744	-0.461561214074	0.222660580493	1
3	-2.68862560698	4.15193138584	7.22870765451	17.2385342327	-11.1629890424	-0.437635284134	-0.847011954409	-1
4	-4.28661979352	3.71153585355	18.3751092542	13.7754983922	-15.9099430542	0.910721311747	-0.539584227858	-1
5	2.38902138529	4.63981070545	5.70742317938	21.5278433824	11.084606999	0.683517873043	-0.997367352954	1
6	-4.98086324334	-3.44283306008	24.8089986489	11.8530994796	17.1482806419	0.964176736473	0.296704984598	1
7	5.2495510213	1.29674021872	27.5577859252	1.68153519486	6.80730393957	-0.859164322318	0.962681079825	1
8	1.77404692517	-4.20781247216	3.14724249272	17.7056858009	-7.46485677794	0.979415606896	0.875379284414	-1
9	4.62165563173	-3.154181212	21.3597007783	9.94885911811	-14.5775393619	-0.995886552893	0.0125882259203	-1
10	4.13165295667	-2.36022238043	17.0705561543	5.57064968507	-9.75161977648	-0.836059064767	-0.704252904382	-1
11	2.58638778468	0.590066585093	6.68940177273	0.348178574843	1.52614100783	0.527117407323	0.556416349942	1
12	2.34698396687	-2.28704728432	5.50833374072	5.23058528071	-5.36766330776	0.713589519561	-0.754272501064	-1
13	3.48986934961	-4.41437303798	12.1791880773	19.4866893184	-15.405585163	-0.341278474353	0.955920937518	-1
14	-2.57494037119	-3.40683328978	6.63031791517	11.6065130644	8.77239257577	-0.536810583405	0.262141496752	1
15	2.4415079262	1.81843921626	5.96096095372	3.30672118322	4.43973375981	0.644282488004	0.969492888027	1
16	-2.9495389416	3.95295925686	8.69977996801	15.6258868864	-11.6594072626	-0.190875249154	-0.725228768546	-1
17	3.88465559638	-0.989565031681	15.0905491025	0.979238951927	-3.8441193383	-0.676546632087	-0.835787236815	-1
18	-3.27159823003	1.04061258309	10.7033549788	1.08287454808	-3.40446628498	0.129639672006	0.86271416738	-1
19	2.5503881615	3.64943615567	6.50447977434	13.3183842543	9.30747876759	0.557361480558	-0.4862940415	1
20	-4.02652772458	3.46039104502	16.2129255168	11.9743061845	-13.9333604807	0.773873866638	-0.313425724383	-1
21	2.81497141139	4.657282044	7.92406404693	21.6902760374	13.1101158086	0.320844736895	-0.998481996992	1
22	-0.837014735857	-4.24167330102	0.700593668043	17.9917923926	3.55034305765	-0.742647252036	0.891243938526	1
23	-4.72230863755	-3.15951548674	22.3001988683	9.98253811098	14.9202072735	0.999950800604	0.0179218736177	1
24	5.28018278595	-5.26175572436	27.880330253	27.6860733028	-27.7830319996	-0.843089458532	0.852855345937	-1
25	-5.09669245171	3.87768266848	25.9762739473	15.0364228774	-19.7633559866	0.927059795541	-0.671395363671	-1
26	2.24670610093	1.72965686969	5.04768830398	2.99171288686	3.88603064165	0.780138112701	0.98740817871	1
27	4.48052830903	-4.94373811558	20.075133928	24.4405465554	-22.1505585793	-0.97324051854	0.973357936481	-1
28	5.21614638782	-3.76660967247	27.2081831391	14.1873484247	-19.6471874374	-0.875774974151	0.585111074539	-1
29	-2.31242750445	-2.4362182405	5.34732096334	5.93515931535	5.63357806618	-0.737367693406	-0.64831894144	1
30	-2.53376236767	-0.311965190575	6.41995173581	0.0973222801304	0.790445659901	-0.57108771122	-0.30692956313	-1
31	-4.40035536867	2.20265666292	19.3631273706	4.85169637469	-9.69247207201	0.951711230274	0.80693010344	-1
32	4.97545731052	2.84075457029	24.7551754488	8.06988652862	14.1340530941	-0.96559662226	0.29632075434	1
33	0.539671498618	-4.52145381993	0.291245326421	20.4435446458	-2.44009975893	0.51385420543	0.981827192379	-1
34	3.77472708871	-3.35509937929	14.2485645943	11.2566918449	-12.6645845123	-0.591674569521	0.211888297237	-1
35	-3.86097451354	-1.64928124387	14.9071241942	2.72012862139	6.36783284826	0.658919824796	-0.996921639577	1
36	-4.74564472124	0.738413359875	22.5211438202	0.545254290042	-3.50424746338	0.999447078811	0.673115379538	-1
37	4.79571940332	-5.00183485159	22.9989245954	25.0183518825	-23.98739645	-0.996530028949	0.958402182749	-1
38	4.85175775519	4.25028895351	23.539553315	18.0649561883	20.621372392	-0.990303882063	-0.895118219408	1
39	1.7998283297	-0.746242639976	3.23938201639	0.556878077718	-1.34310864426	0.97388662038	-0.678884736387	-1
40	5.13480840023	-1.9552620809	26.3662573071	3.823049805	-10.0398961577	-0.912099725117	-0.926998941328	-1
41	2.05065252722	3.04113232905	4.20517578738	9.24848584277	6.23630569616	0.887061317259	0.100291430892	1
42	-0.594903782485	-4.58576573883	0.353910510416	21.0292474114	2.72808938362	-0.560429069514	0.991993982933	1
43	0.972238915193	3.21429216766	0.945248508215	10.3316741391	3.1250599302	0.826149302521	-0.0726354921774	1
44	4.25981954617	-0.814206965516	18.1460625659	0.662932982695	-3.46837474633	-0.899326515885	-0.727181452535	1
45	-1.20282507684	0.551816144127	1.44678816549	0.304501056919	-0.663738295963	-0.93305905378	0.524234673473	1
46	4.7606924082	3.53884571822	22.6641922055	12.5234290174	16.8473559445	-0.998833616243	-0.386886781263	1
47	2.52993716215	-3.94807092345	6.40058204443	15.5872640166	-9.98837134804	0.574223594743	0.721854460464	-1
48	4.81758987723	2.42201013664	23.2091722251	5.86613310196	11.6682515168	-0.994471487251	0.659070748372	1
49	-2.71014424239	-2.02521627176	7.34488181457	4.10150094741	5.48862821852	-0.418186920864	-0.898515789374	1
50	3.68560875957	-5.12370157051	13.5837119286	26.2523177837	-18.8839593897	-0.517576485082	0.916596822248	-1
51	3.77517483346	-2.65984273979	14.2519450232	7.0747634004	-10.0413713722	-0.592035471674	-0.463330632377	-1
52	1.50372931448	-2.06528844939	2.26120185122	4.26541637918	-3.1056347842	0.997751850797	-0.880209854179	-1
53	-0.791118909672	-3.43782069911	0.62586912924	11.8186111592	2.71972496313	-0.711140366918	0.291914627183	1
54	-1.41949617877	-1.99658992352	2.01496940155	3.98637132271	2.83415176702	-0.988575950597	-0.910711229681	1
55	2.59024069119	2.45570696786	6.70934683832	6.03049671197	6.36087211379	0.52383933199	0.633358655183	1
56	-5.10988851372	2.89788405657	26.1109606226	8.39773200533	-14.8078644548	0.922031841185	0.241303284644	-1
57	-2.22621488501	0.418148027283	4.95603271425	0.174847772721	-0.930887362477	-0.792792890035	0.406068738952	-1
58	1.76139648459	-5.28412946594	3.10251757592	27.9220242128	-9.30744706541	0.981890713132	0.840960478672	-1
59	3.09301003047	3.5881408798	9.56671104861	12.8747549733	11.098155732	0.0485635140103	-0.431854809325	1
60	-4.21003298486	4.75212647959	17.7243777336	22.582706078	-20.0066092273	0.876450602909	-0.999210569467	-1
61	-2.70437704116	4.65991650518	7.31365518074	21.7148218353	-12.6021712103	-0.423418637924	-0.998623635519	-1
62	-3.52496278935	3.71563604547	12.4253626663	13.8059512224	-13.0974787991	0.374048082966	-0.543031763804	-1
63	-2.9143581064	5.10517084229	8.49348317231	26.062769329	-14.8782960288	-0.225284026749	-0.923847850733	-1
64	1.4233163221	4.53352863011	2.02582935276	20.55288184	6.45264529594	0.989144521397	-0.984047084839	1
