ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	total_time	mean_time	train_loss	test_loss	TPR	FPR
0	../output/xor_25/images/0.png	xor	25	80	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0.003	Tanh	None	1.0	100	77.789306640625	0.77789306640625	0.710471	0.613845	0.8095238095238095	0.2631578947368421
1	../output/xor_25/images/1.png	xor	25	80	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0.003	Tanh	None	1.0	200	139.63055610656738	0.6981527805328369	0.710741	0.610888	0.8095238095238095	0.2631578947368421
2	../output/xor_25/images/2.png	xor	25	80	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0.003	Tanh	None	1.0	400	270.6325054168701	0.6765812635421753	0.711166	0.607036	0.8095238095238095	0.2631578947368421
3	../output/xor_25/images/3.png	xor	25	80	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0.003	Tanh	None	1.0	800	517.9667472839355	0.6474584341049194	0.711611	0.599623	0.8095238095238095	0.15789473684210525
4	../output/xor_25/images/4.png	xor	25	80	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0.003	Tanh	None	1.0	1600	1010.6267929077148	0.6316417455673218	0.700395	0.568764	0.7619047619047619	0.15789473684210525
5	../output/xor_25/images/5.png	xor	25	70	13	0	1	1	1	1	1	1	2	12	7	5	0	0	0	0	1.0	Linear	None	0.001	100	96.59218788146973	0.9659218788146973	0.693211	0.693147	0	0
6	../output/xor_25/images/6.png	xor	25	70	13	0	1	1	1	1	1	1	2	12	7	5	0	0	0	0	1.0	Linear	None	0.001	200	194.19527053833008	0.9709763526916504	0.693211	0.693147	0	0
7	../output/xor_25/images/7.png	xor	25	70	13	0	1	1	1	1	1	1	2	12	7	5	0	0	0	0	1.0	Linear	None	0.001	400	351.66120529174805	0.8791530132293701	0.693211	0.693147	0	0
8	../output/xor_25/images/8.png	xor	25	70	13	0	1	1	1	1	1	1	2	12	7	5	0	0	0	0	1.0	Linear	None	0.001	800	668.2941913604736	0.835367739200592	0.693211	0.693147	0	0
9	../output/xor_25/images/9.png	xor	25	70	13	0	1	1	1	1	1	1	2	12	7	5	0	0	0	0	1.0	Linear	None	0.001	1600	1294.8331832885742	0.8092707395553589	0.693211	0.693147	0	0
10	../output/xor_25/images/10.png	xor	25	60	21	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	1.0	ReLU	L1	0.003	100	87.00108528137207	0.8700108528137207	0.693156	0.693149	1.0	1.0
11	../output/xor_25/images/11.png	xor	25	60	21	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	1.0	ReLU	L1	0.003	200	156.74805641174316	0.7837402820587158	0.693156	0.693149	1.0	1.0
12	../output/xor_25/images/12.png	xor	25	60	21	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	1.0	ReLU	L1	0.003	400	291.36109352111816	0.7284027338027954	0.693156	0.693149	1.0	1.0
13	../output/xor_25/images/13.png	xor	25	60	21	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	1.0	ReLU	L1	0.003	800	563.7819766998291	0.7047274708747864	0.693156	0.693149	1.0	1.0
14	../output/xor_25/images/14.png	xor	25	60	21	0	0	1	0	0	0	0	1	6	6	0	0	0	0	0	1.0	ReLU	L1	0.003	1600	1105.1170825958252	0.6906981766223907	0.693155	0.693148	1.0	1.0
15	../output/xor_25/images/15.png	xor	25	80	6	1	0	1	1	1	1	1	3	19	4	8	7	0	0	0	0.1	Sigmoid	L1	0.01	100	104.75492477416992	1.0475492477416992	0.700371	0.698515	0	0
16	../output/xor_25/images/16.png	xor	25	80	6	1	0	1	1	1	1	1	3	19	4	8	7	0	0	0	0.1	Sigmoid	L1	0.01	200	191.97893142700195	0.9598946571350098	0.694932	0.690556	0	0
17	../output/xor_25/images/17.png	xor	25	80	6	1	0	1	1	1	1	1	3	19	4	8	7	0	0	0	0.1	Sigmoid	L1	0.01	400	391.83878898620605	0.9795969724655151	0.667463	0.654256	0	0
18	../output/xor_25/images/18.png	xor	25	80	6	1	0	1	1	1	1	1	3	19	4	8	7	0	0	0	0.1	Sigmoid	L1	0.01	800	723.8218784332275	0.9047773480415344	0.563516	0.503188	0	0
19	../output/xor_25/images/19.png	xor	25	80	6	1	0	1	1	1	1	1	3	19	4	8	7	0	0	0	0.1	Sigmoid	L1	0.01	1600	1488.3308410644531	0.9302067756652832	0.558158	0.484485	0	0
20	../output/xor_25/images/20.png	xor	25	80	30	1	1	0	0	1	1	1	3	12	3	3	6	0	0	0	0.01	ReLU	None	0.01	100	114.64595794677734	1.1464595794677734	0.665197	0.652844	0	0
21	../output/xor_25/images/21.png	xor	25	80	30	1	1	0	0	1	1	1	3	12	3	3	6	0	0	0	0.01	ReLU	None	0.01	200	205.7478427886963	1.0287392139434814	0.658331	0.643847	0	0
22	../output/xor_25/images/22.png	xor	25	80	30	1	1	0	0	1	1	1	3	12	3	3	6	0	0	0	0.01	ReLU	None	0.01	400	391.6959762573242	0.9792399406433105	0.644611	0.626192	0	0
23	../output/xor_25/images/23.png	xor	25	80	30	1	1	0	0	1	1	1	3	12	3	3	6	0	0	0	0.01	ReLU	None	0.01	800	754.5747756958008	0.943218469619751	0.618765	0.581722	0	0
24	../output/xor_25/images/24.png	xor	25	80	30	1	1	0	0	1	1	1	3	12	3	3	6	0	0	0	0.01	ReLU	None	0.01	1600	1518.5737609863281	0.9491086006164551	0.549734	0.49247	0.3333333333333333	0.05263157894736842
25	../output/xor_25/images/25.png	xor	25	60	3	1	0	0	1	0	0	0	2	6	2	4	0	0	0	0	0.0001	ReLU	L2	0.001	100	96.15421295166016	0.9615421295166016	0.751893	0.74986	0.8333333333333334	0.9210526315789473
26	../output/xor_25/images/26.png	xor	25	60	3	1	0	0	1	0	0	0	2	6	2	4	0	0	0	0	0.0001	ReLU	L2	0.001	200	171.85044288635254	0.8592522144317627	0.74969	0.747224	0.8333333333333334	0.9210526315789473
27	../output/xor_25/images/27.png	xor	25	60	3	1	0	0	1	0	0	0	2	6	2	4	0	0	0	0	0.0001	ReLU	L2	0.001	400	319.38767433166504	0.7984691858291626	0.745593	0.742335	0.8333333333333334	0.9210526315789473
28	../output/xor_25/images/28.png	xor	25	60	3	1	0	0	1	0	0	0	2	6	2	4	0	0	0	0	0.0001	ReLU	L2	0.001	800	622.8806972503662	0.7786008715629578	0.738656	0.734082	0.8333333333333334	0.9210526315789473
29	../output/xor_25/images/29.png	xor	25	60	3	1	0	0	1	0	0	0	2	6	2	4	0	0	0	0	0.0001	ReLU	L2	0.001	1600	1259.3679428100586	0.7871049642562866	0.728532	0.722143	0.7857142857142857	0.9210526315789473
30	../output/xor_25/images/30.png	xor	25	60	26	0	1	1	1	1	1	1	4	23	6	8	8	1	0	0	0.03	Linear	L2	10.0	100	125.80728530883789	1.258072853088379	0.693147	0.693147	0.9761904761904762	0.9736842105263158
31	../output/xor_25/images/31.png	xor	25	60	26	0	1	1	1	1	1	1	4	23	6	8	8	1	0	0	0.03	Linear	L2	10.0	200	226.54438018798828	1.1327219009399414	0.693147	0.693147	0.9761904761904762	0.9736842105263158
32	../output/xor_25/images/32.png	xor	25	60	26	0	1	1	1	1	1	1	4	23	6	8	8	1	0	0	0.03	Linear	L2	10.0	400	433.732271194458	1.084330677986145	0.693147	0.693147	0.9761904761904762	0.9736842105263158
33	../output/xor_25/images/33.png	xor	25	60	26	0	1	1	1	1	1	1	4	23	6	8	8	1	0	0	0.03	Linear	L2	10.0	800	827.6312351226807	1.0345390439033508	0.693147	0.693147	0.9761904761904762	0.9736842105263158
34	../output/xor_25/images/34.png	xor	25	60	26	0	1	1	1	1	1	1	4	23	6	8	8	1	0	0	0.03	Linear	L2	10.0	1600	1616.6064739227295	1.010379046201706	0.693147	0.693147	0.9761904761904762	0.9736842105263158
35	../output/xor_25/images/35.png	xor	25	80	1	0	0	0	1	0	0	0	2	9	4	5	0	0	0	0	0.01	Linear	None	0.01	100	112.91694641113281	1.1291694641113281	1.05495	1.06534	0	0
36	../output/xor_25/images/36.png	xor	25	80	1	0	0	0	1	0	0	0	2	9	4	5	0	0	0	0	0.01	Linear	None	0.01	200	194.60725784301758	0.9730362892150879	1.00395	1.0461	0	0
37	../output/xor_25/images/37.png	xor	25	80	1	0	0	0	1	0	0	0	2	9	4	5	0	0	0	0	0.01	Linear	None	0.01	400	340.9733772277832	0.852433443069458	0.695797	0.694771	0.047619047619047616	0
38	../output/xor_25/images/38.png	xor	25	80	1	0	0	0	1	0	0	0	2	9	4	5	0	0	0	0	0.01	Linear	None	0.01	800	677.9265403747559	0.8474081754684448	0.697224	0.693862	0	0
39	../output/xor_25/images/39.png	xor	25	80	1	0	0	0	1	0	0	0	2	9	4	5	0	0	0	0	0.01	Linear	None	0.01	1600	1273.2224464416504	0.7957640290260315	0.699146	0.693103	0	0
40	../output/xor_25/images/40.png	xor	25	70	5	1	0	0	0	0	0	0	4	26	8	7	5	6	0	0	0.01	Tanh	L1	0.03	100	121.39487266540527	1.2139487266540527	0.700867	0.688557	0.11428571428571428	0.16
41	../output/xor_25/images/41.png	xor	25	70	5	1	0	0	0	0	0	0	4	26	8	7	5	6	0	0	0.01	Tanh	L1	0.03	200	216.13478660583496	1.0806739330291748	0.704225	0.686443	0.17142857142857143	0.16
42	../output/xor_25/images/42.png	xor	25	70	5	1	0	0	0	0	0	0	4	26	8	7	5	6	0	0	0.01	Tanh	L1	0.03	400	423.13504219055176	1.0578376054763794	0.709449	0.683288	0.2	0.12
