pid	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	label
0	-3.42694532659	-2.70734411091	11.7439542714	7.3297121349	9.27792024837	0.281495880557	-0.420728808312	-1
1	-3.27958782338	-3.43070151907	10.7556962913	11.769712913	11.2512869276	0.137557620599	0.285098187483	-1
2	-5.23601111153	-2.77434241751	27.41581236	7.69697584958	14.5264877252	0.866013725777	-0.359050387978	-1
3	2.35578793975	0.533833387735	5.54973681708	0.284978085861	1.25759825666	0.707394197315	0.508837092779	1
4	-0.126003652966	0.884591370548	0.0158769205607	0.782501892848	-0.111461744071	-0.125670492556	0.773656141782	1
5	-5.1484066926	-2.43751645178	26.5060914724	5.94148645272	12.5493260137	0.906440698219	-0.647329977742	-1
6	-1.71609601687	-0.365447018987	2.9449855391	0.133551523686	0.627142173658	-0.989462558491	-0.357366829856	-1
7	-2.89989842271	-3.59131800281	8.40941086203	12.8975649973	10.4144574118	-0.23934795528	0.434718209211	-1
8	1.69249992515	0.00963047849745	2.86455599664	9.27461160899e-05	0.0162995841361	0.992603253745	0.00963032963323	1
9	1.19621089	1.6186709547	1.43092049335	2.62009565959	1.93627182333	0.930659385061	0.998854228867	1
10	1.39948690201	1.21659107275	1.9585635889	1.4800938383	1.70260327142	0.985362390474	0.937922438709	1
11	-1.0447671419	0.0240256513774	1.09153838079	0.000577231924111	-0.0251012111218	-0.864807642574	0.0240233400487	-1
12	1.91834550552	2.39152623661	3.68004947857	5.7193977404	4.58777360735	0.940210272065	0.681687355084	1
13	-4.89573885835	-4.42374478996	23.9682589691	19.5695179667	21.6574992676	0.983238446502	0.958630691428	-1
14	0.782942429679	2.69771518101	0.612998848191	7.27766719783	2.1121556784	0.705368184819	0.429444404093	1
15	-2.08464120805	-0.86102728895	4.34572896631	0.741367992317	1.7949329678	-0.870861077791	-0.758512404695	-1
16	1.53726333403	1.89664891089	2.36317855816	3.59727709117	2.91564882824	0.99943782188	0.947378144433	1
17	-0.0836556121338	-2.78167394031	0.00699826144148	7.7377099102	0.232702636233	-0.0835580722964	-0.352198156129	-1
18	0.652019314505	3.77669658342	0.425129186488	14.2634370832	2.46247911742	0.606792714342	-0.593261182117	1
19	1.09110450024	1.32239063241	1.19050903045	1.74871698469	1.4428663701	0.887137188738	0.96930562767	1
20	-3.00585257039	-0.498528769944	9.0351496749	0.248530934462	1.49850398455	-0.135323623513	-0.478133894366	-1
21	1.25696631937	2.96233016163	1.57996432804	8.77539998652	3.72354924004	0.951158211039	0.178303932167	1
22	4.02938276128	3.66970881844	16.2359254369	13.4667628122	14.786661452	-0.775678918402	-0.503907058855	1
