ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	iteration	total_time	mean_time	train_loss	test_loss	train_TPR	train_FPR	test_TPR	test_FPR
0	images/0.png	circle	35	70	11	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1e-05	Linear	L1	0.001	25	454	182.201	7.288	1.166	1.248	0.875	1.0	0.963	1.0
1	images/1.png	circle	35	70	11	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1e-05	Linear	L1	0.001	50	909	378.123	7.562	1.166	1.248	0.875	1.0	0.963	1.0
2	images/2.png	circle	35	70	11	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1e-05	Linear	L1	0.001	100	1818	743.158	7.432	1.166	1.247	0.875	1.0	0.963	1.0
3	images/3.png	circle	35	70	11	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1e-05	Linear	L1	0.001	200	3636	1469.868	7.349	1.166	1.247	0.911	1.0	0.963	1.0
4	images/4.png	circle	35	70	11	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1e-05	Linear	L1	0.001	400	7272	2879.422	7.199	1.165	1.247	0.911	1.0	0.963	1.0
5	images/5.png	circle	35	30	22	1	1	0	1	1	1	1	4	15	4	4	4	3	0	0	0.003	ReLU	None	10.0	25	227	130.759	5.23	0.769	0.833	0.529	0.256	0.542	0.296
6	images/6.png	circle	35	30	22	1	1	0	1	1	1	1	4	15	4	4	4	3	0	0	0.003	ReLU	None	10.0	50	454	279.29	5.586	0.714	0.732	0.353	0.209	0.322	0.148
7	images/7.png	circle	35	30	22	1	1	0	1	1	1	1	4	15	4	4	4	3	0	0	0.003	ReLU	None	10.0	100	909	535.559	5.356	0.695	0.653	0.353	0.116	0.153	0.086
8	images/8.png	circle	35	30	22	1	1	0	1	1	1	1	4	15	4	4	4	3	0	0	0.003	ReLU	None	10.0	200	1818	1044.343	5.222	0.646	0.532	0.353	0.116	0.203	0.086
9	images/9.png	circle	35	30	22	1	1	0	1	1	1	1	4	15	4	4	4	3	0	0	0.003	ReLU	None	10.0	400	3636	2042.716	5.107	0.589	0.445	0.765	0.116	0.542	0.111
10	images/10.png	xor	10	60	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1e-05	Linear	L2	1.0	25	833	320.669	12.827	0.294	0.384	0.833	0.106	1.0	0.095
11	images/11.png	xor	10	60	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1e-05	Linear	L2	1.0	50	1666	664.185	13.284	0.293	0.383	0.833	0.106	1.0	0.095
