ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	total_time	mean_time	train_loss	test_loss	TPR	FPR
0	../output/gauss_25/images/0.png	gauss	25	70	22	0	0	0	0	1	0	0	4	23	5	8	7	3	0	0	10.0	Tanh	L2	0.03	100	135.21885871887207	1.3521885871887207	0.693186	0.693175	0	0
1	../output/gauss_25/images/1.png	gauss	25	70	22	0	0	0	0	1	0	0	4	23	5	8	7	3	0	0	10.0	Tanh	L2	0.03	200	239.21561241149902	1.1960780620574951	0.693194	0.693123	0	0
2	../output/gauss_25/images/2.png	gauss	25	70	22	0	0	0	0	1	0	0	4	23	5	8	7	3	0	0	10.0	Tanh	L2	0.03	400	429.4705390930176	1.073676347732544	0.694115	0.688297	0.17647058823529413	0.19230769230769232
3	../output/gauss_25/images/3.png	gauss	25	70	22	0	0	0	0	1	0	0	4	23	5	8	7	3	0	0	10.0	Tanh	L2	0.03	800	821.5246200561523	1.0269057750701904	0.706365	0.674612	1.0	1.0
4	../output/gauss_25/images/4.png	gauss	25	70	22	0	0	0	0	1	0	0	4	23	5	8	7	3	0	0	10.0	Tanh	L2	0.03	1600	1582.2606086730957	0.9889128804206848	0.706697	0.673704	1.0	1.0
5	../output/gauss_25/images/5.png	gauss	25	10	19	1	0	0	1	0	0	0	3	10	1	4	5	0	0	0	10.0	Tanh	L2	0.03	100	117.03824996948242	1.1703824996948242	0.693147	0.693147	0	0
6	../output/gauss_25/images/6.png	gauss	25	10	19	1	0	0	1	0	0	0	3	10	1	4	5	0	0	0	10.0	Tanh	L2	0.03	200	205.87801933288574	1.0293900966644287	0.693147	0.693147	0	0
7	../output/gauss_25/images/7.png	gauss	25	10	19	1	0	0	1	0	0	0	3	10	1	4	5	0	0	0	10.0	Tanh	L2	0.03	400	382.83610343933105	0.9570902585983276	0.693147	0.693147	0	0
8	../output/gauss_25/images/8.png	gauss	25	10	19	1	0	0	1	0	0	0	3	10	1	4	5	0	0	0	10.0	Tanh	L2	0.03	800	747.4360466003418	0.9342950582504272	0.693147	0.693147	0	0
9	../output/gauss_25/images/9.png	gauss	25	10	19	1	0	0	1	0	0	0	3	10	1	4	5	0	0	0	10.0	Tanh	L2	0.03	1600	1475.6689071655273	0.9222930669784546	0.693147	0.693147	0	0
