pid	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	label
0	2.65035704296	1.12304762115	7.02439245515	1.26123595936	2.97647717228	0.471715748495	0.901424055097	1
1	-1.29081710283	-2.966549326	1.66620879295	8.80041490356	3.82927260638	-0.961061179678	-0.174150803263	-1
2	1.2247930322	2.43499900651	1.50011797173	5.9292201617	2.98236981659	0.940735668123	0.649246746138	1
3	1.39279186024	-0.018063010538	1.93986916596	0.000326272349697	-0.0251580140489	0.984198993145	-0.0180620283106	1
4	0.249689589604	-1.00775688227	0.0623448911567	1.01557393376	-0.251626402355	0.247103186852	-0.845636688955	-1
5	-4.11376541429	-2.16002382484	16.9230658838	4.66570292386	8.88583130466	0.826112025884	-0.831370221102	-1
6	0.220727827371	3.4138149057	0.0487207737759	11.6541322104	0.753523947183	0.218939850091	-0.268872518225	1
7	1.68529737051	4.01005554675	2.84022722706	16.080545488	6.75813606856	0.993451914236	-0.763336867183	1
8	-0.53992529987	-1.5450838299	0.291519329439	2.38728404142	0.834229850182	-0.514071919268	-0.999669451964	-1
9	5.70307982454	0.374549755001	32.5251194851	0.140287518972	2.13608715104	-0.548112166029	0.365853535572	1
10	-1.06413838396	0.867869311577	1.13239050021	0.753197141977	-0.923533046706	-0.874371146884	0.762953278644	1
11	-2.50991700375	-2.80700913196	6.29968336572	7.87930026688	7.04535994998	-0.590497901372	-0.32837581491	-1
12	-1.08930105373	-3.0246473471	1.18657678565	9.14849157431	3.29475154234	-0.886303445481	-0.116678927385	-1
13	-2.88914652878	-2.19056457188	8.34716766476	4.79857314358	6.32886202891	-0.249773297432	-0.814013092558	-1
14	-0.380806657506	-1.69991555449	0.145013710401	2.8897128924	0.647339160347	-0.371669462952	-0.991675687256	-1
15	0.79877053091	-1.12460875726	0.638034361051	1.2647448569	-0.898304334101	0.716498969576	-0.902098830365	-1
16	-0.832904377102	-1.93534497161	0.693729701396	3.74556015914	1.61195729806	-0.739888349685	-0.934284776923	-1
17	1.27362603408	1.8902910276	1.62212327469	3.57320016902	2.40752386474	0.956168898889	0.949394247123	1
18	-1.07709154734	1.77459518481	1.16012620136	3.14918806996	-1.91140147352	-0.880583242304	0.979304791257	1
19	0.0255825944715	4.26469971665	0.000654469139895	18.1876636732	0.109102083394	0.0255798040598	-0.901449788124	1
20	-5.41204514928	-1.8486168082	29.2902326978	3.41738410356	10.0047976297	0.76506364415	-0.961655477458	-1
21	2.56907204696	1.92824008839	6.60013118245	3.71810983847	4.9537877109	0.541752433406	0.936794261882	1
22	-2.78041527397	-1.09208705752	7.73070909572	1.19265414121	3.03645553524	-0.353375894702	-0.887590216325	-1
23	-0.717195487342	-1.3558516092	0.514369367063	1.83833358618	0.972410655625	-0.657273632927	-0.976988187074	-1
24	-2.88959871714	0.624108608295	8.3497807461	0.389511554947	-1.80342343388	-0.249335415956	0.584374154785	-1
25	-3.23238871165	-2.30553733512	10.4483367832	5.31550240362	7.45239285631	0.0906713568317	-0.742004405013	-1
26	-4.1202189931	-1.14147232322	16.9762045511	1.30295906468	4.70311594623	0.829731427316	-0.90924734514	-1
27	-4.3101583171	-1.47855251464	18.5774647185	2.18611753855	6.37279541824	0.920190041991	-0.995748555443	-1
28	3.4369877578	1.63423052946	11.8128848473	2.67070942343	5.61683032319	-0.291117863977	0.997988725532	1
29	0.64846187728	-0.681894977167	0.420502806285	0.464980759886	-0.442182897001	0.60396121576	-0.630265376706	1
30	2.42994068416	1.76741237713	5.90461172853	3.12374651083	4.29470724087	0.653085671661	0.980733252151	1
31	-1.54038856115	-2.11980041946	2.37279691931	4.49355381835	3.26531631805	-0.999537719516	-0.853044647237	-1
32	-2.8993731363	-1.15180633295	8.40636458347	1.32665782863	3.33951633998	-0.239857940599	-0.913500315085	-1
33	-0.651371831341	3.08244489982	0.424285262665	9.50146656042	-2.0078177794	-0.606277928642	0.0591132721604	1
34	1.1931957	3.63425931178	1.42371597851	13.2078407452	4.33638258351	0.929551938204	-0.4729770922	1
35	-3.2379027868	-0.0187305801995	10.4840144568	0.000350834634611	0.0606477978265	0.0961613125355	-0.018729484996	-1
36	-1.62544661194	-2.47371361406	2.64207668825	6.11925904439	4.02088941287	-0.998507044801	-0.619322136769	-1
37	-4.02811413496	-0.991921152374	16.2257034842	0.983907572527	3.99557161464	0.774877629165	-0.837078551967	-1
38	-2.63350622595	-0.602752454275	6.93535504213	0.363310521135	1.58735234104	-0.486506294339	-0.566912030203	-1
39	3.12359556697	0.0401313289137	9.75684926601	0.00161052356038	0.125354041092	0.0179961151054	0.040120557706	1
