pid	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	label
0	0.928021227307	-0.313923946757	0.861223398332	0.0985482443478	-0.291328086351	0.800435394709	-0.308793184532	1
1	4.81981260508e-05	0.000209450629646	2.32305935481e-09	4.38695662593e-08	1.00951278491e-08	4.81981260322e-05	0.000209450628115	1
2	2.11053505377	-3.73019194336	4.4543582132	13.9143319343	-7.87270085376	0.857842981952	0.555196570396	-1
3	-1.72758772706	-3.65453780795	2.98455935468	13.3556465897	6.31353466508	-0.987733389051	0.490745493249	-1
4	-1.52574002249	4.26494218527	2.32788261621	18.1897318437	-6.50719298565	-0.998985136425	-0.901554722331	-1
5	1.43012607177	0.641026539714	2.04526058116	0.410915024618	0.916748767143	0.990122244323	0.59801850971	1
6	-1.57003188469	-0.833572473887	2.46500011894	0.694843069222	1.3087353622	-0.999999707814	-0.740337633066	1
7	-2.4458854038	3.90125091387	5.98235540851	15.219758693	-9.54201266678	-0.640928485146	-0.688673699631	-1
8	0.0916499317147	0.0618510521426	0.00839970998332	0.00382555265114	0.00566864470535	0.091521680116	0.0618116239423	1
9	-0.278917487775	0.163046928021	0.0777949649868	0.026584300737	-0.045476639553	-0.275315132585	0.162325472896	1
10	-0.0616989448501	-0.0888985984505	0.00380675979561	0.00790296080647	0.00548494972305	-0.0616598067898	-0.0887815510213	1
11	0.948456550882	0.549270440788	0.899569828911	0.301698017123	0.520959147771	0.812516738021	0.522065122765	1
12	0.302038279256	0.336196444893	0.091227122136	0.113028049559	0.101544195707	0.29746683398	0.329898869183	1
13	-4.2005719843	1.25476942164	17.6448049953	1.57444630149	-5.27074927931	0.871856051317	0.950477725516	-1
14	0.682290297908	-0.585322730921	0.46552005062	0.342602699333	-0.399360020453	0.630572246478	-0.552468418238	1
15	-0.000790252758815	0.0429194602989	6.24499422814e-07	0.00184208007235	-3.3917221908e-05	-0.000790252676563	0.0429062846654	1
16	3.00980263715	3.84103461733	9.0589119146	14.7535469315	11.5607561206	0.131408846078	-0.643790777278	-1
17	1.0601370584	-1.19945510064	1.1238905826	1.43869253844	-1.27158680208	0.872422478179	-0.931841499099	1
18	-3.53533503732	2.47333589194	12.4985938261	6.11739043436	-8.74407103784	0.383647109311	0.619618656189	-1
19	4.90297133218	-0.535531140337	24.0391278842	0.28679360227	-2.62569382856	-0.981894086291	-0.510297890861	-1
20	-0.947533671384	-3.7376677683	0.897820058406	13.9701603462	3.54156606291	-0.811978410684	0.561398785021	-1
21	-0.707196729173	4.00181672964	0.500127213754	16.0145371376	-2.83007170195	-0.649705318923	-0.757988739481	-1
22	0.0838539045421	-0.0194511235312	0.00703147730696	0.000378346206624	-0.00163105265582	0.0837556696142	-0.0194498970112	1
23	-2.01989321569	3.7498057226	4.07996860278	14.0610429573	-7.57420713923	-0.900839557297	-0.57140189182	-1
24	-0.0734504368819	0.490143356864	0.00539496667814	0.240240510278	-0.0360012436964	-0.0733844109182	0.470752371806	1
25	1.23053805396	-0.723884339335	1.51422390225	0.524008536734	-0.890767226219	0.94266850343	-0.662299958772	1
26	-2.34116044447	-3.11026385314	5.48103222674	9.67374123616	7.28162670483	-0.717657146883	-0.0313236758632	-1
27	-1.20583152369	-1.30652398901	1.45402966352	1.70700493386	1.5754478124	-0.934136324092	-0.965282826838	1
28	0.676414707317	0.387269826442	0.457536856275	0.149977918472	0.261955006305	0.626001162862	0.377661839069	1
29	3.24435832737	2.32150357514	10.5258609564	5.38937884938	7.53178945602	-0.102584888258	0.731206598034	-1
30	-0.00400936135346	-0.658946615874	1.60749784626e-05	0.434210642571	0.00264195509568	-0.00400935061174	-0.612284346688	1
31	-4.55646611642	0.897272642587	20.7613834701	0.805098195136	-4.08839239314	0.98786863823	0.781628645796	-1
32	3.66179860758	-3.22095421558	13.4087690425	10.3745460588	-11.7944856617	-0.49705885813	0.0792782816248	-1
33	-0.000366847710007	4.52543653305	1.34577242337e-07	20.4795758147	-0.00166014602893	-0.000366847701779	-0.982575231439	-1
34	-0.819698109149	-0.265414989229	0.671904990143	0.0704451165075	0.217560164811	-0.730939840072	-0.262309748579	1
35	-3.22253349689	2.63554015161	10.3847221385	6.94607189076	-8.49311642096	0.0808524926637	0.484728295048	-1
