ID	imagePath	data	noise	training_ratio	batch_size	X1	X2	X1Squared	X2Squared	X1X2	sinX1	sinX2	layer_count	neuron_count	H1	H2	H3	H4	H5	H6	learning_rate	activation	regularization	regularization_rate	epoch	total_time	mean_time	train_loss	test_loss	TPR	FPR
0	../output/circle_25/images/0.png	circle	25	60	25	1	1	1	1	1	1	1	3	5	3	1	1	0	0	0	1e-05	Tanh	None	0.01	100	106.09006881713867	1.0609006881713867	0.978689	0.950889	0.42857142857142855	0.7111111111111111
1	../output/circle_25/images/1.png	circle	25	60	25	1	1	1	1	1	1	1	3	5	3	1	1	0	0	0	1e-05	Tanh	None	0.01	200	196.4743137359619	0.9823715686798096	0.978469	0.950631	0.42857142857142855	0.7111111111111111
2	../output/circle_25/images/2.png	circle	25	60	25	1	1	1	1	1	1	1	3	5	3	1	1	0	0	0	1e-05	Tanh	None	0.01	400	378.9174556732178	0.9472936391830444	0.978031	0.950116	0.42857142857142855	0.7111111111111111
3	../output/circle_25/images/3.png	circle	25	60	25	1	1	1	1	1	1	1	3	5	3	1	1	0	0	0	1e-05	Tanh	None	0.01	800	749.3126392364502	0.9366407990455627	0.977161	0.949092	0.42857142857142855	0.7111111111111111
4	../output/circle_25/images/4.png	circle	25	60	25	1	1	1	1	1	1	1	3	5	3	1	1	0	0	0	1e-05	Tanh	None	0.01	1600	1481.48775100708	0.925929844379425	0.975443	0.947059	0.42857142857142855	0.7111111111111111
5	../output/circle_25/images/5.png	circle	25	60	25	0	1	1	0	1	0	1	5	25	3	3	6	7	6	0	10.0	Sigmoid	L1	0.3	100	122.87211418151855	1.2287211418151855	0.693143	0.693145	0	0
6	../output/circle_25/images/6.png	circle	25	60	25	0	1	1	0	1	0	1	5	25	3	3	6	7	6	0	10.0	Sigmoid	L1	0.3	200	239.21704292297363	1.1960852146148682	0.693143	0.693145	0	0
7	../output/circle_25/images/7.png	circle	25	60	25	0	1	1	0	1	0	1	5	25	3	3	6	7	6	0	10.0	Sigmoid	L1	0.3	400	449.97215270996094	1.1249303817749023	0.693143	0.693145	0	0
8	../output/circle_25/images/8.png	circle	25	60	25	0	1	1	0	1	0	1	5	25	3	3	6	7	6	0	10.0	Sigmoid	L1	0.3	800	900.9263515472412	1.1261579394340515	0.693142	0.693144	0	0
9	../output/circle_25/images/9.png	circle	25	60	25	0	1	1	0	1	0	1	5	25	3	3	6	7	6	0	10.0	Sigmoid	L1	0.3	1600	1778.9690494537354	1.1118556559085846	0.693138	0.693142	0	0
10	../output/circle_25/images/10.png	circle	25	80	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.3	Sigmoid	None	0.01	100	75.29497146606445	0.7529497146606445	0.56826	0.597915	1.0	1.0
